output_area,All people in households,Up to 0.5 persons per room,Over 0.5 and up to 1.0 persons per room,Over 1.0 and up to 1.5 persons per room,Over 1.5 persons per room
S00089874,130,78,44,5,3
S00089875,133,76,49,8,0
S00089876,109,70,35,4,0
S00089877,106,59,47,0,0
S00089878,93,48,45,0,0
S00089879,131,79,43,5,4
S00089880,151,99,52,0,0
S00089881,170,83,67,15,5
S00089882,113,79,31,3,0
S00089883,91,71,20,0,0
S00089884,109,65,33,11,0
S00089885,120,68,48,4,0
S00089886,98,84,9,0,5
S00089887,100,51,37,12,0
S00089888,75,52,23,0,0
S00089889,58,44,12,0,2
S00089890,111,67,44,0,0
S00089891,136,88,42,6,0
S00089892,130,73,48,9,0
S00089893,128,61,67,0,0
S00089894,148,101,42,3,2
S00089895,82,51,31,0,0
S00089896,81,48,33,0,0
S00089897,109,71,33,5,0
S00089898,129,69,37,23,0
S00089899,116,82,34,0,0
S00089900,101,75,26,0,0
S00089901,93,58,35,0,0
S00089902,157,111,46,0,0
S00089903,136,101,35,0,0
S00089904,99,50,49,0,0
S00089905,104,78,26,0,0
S00089906,93,46,47,0,0
S00089907,109,75,34,0,0
S00089908,96,76,20,0,0
S00089909,57,24,28,5,0
S00089910,116,45,66,5,0
S00089911,159,63,91,0,5
S00089912,112,69,35,8,0
S00089913,85,67,18,0,0
S00089914,83,33,42,8,0
S00089915,76,71,5,0,0
S00089916,113,40,73,0,0
S00089917,110,37,67,6,0
S00089918,98,23,58,7,10
S00089919,100,62,38,0,0
S00089920,126,56,65,5,0
S00089921,94,41,42,11,0
S00089922,87,42,39,6,0
S00089923,99,41,48,10,0
S00089924,85,47,33,0,5
S00089925,93,50,40,3,0
S00089926,120,45,75,0,0
S00089927,98,41,53,4,0
S00089928,142,36,81,16,9
S00089929,132,42,81,4,5
S00089930,81,49,27,5,0
S00089931,101,38,58,5,0
S00089932,114,66,36,7,5
S00089933,86,37,44,0,5
S00089934,93,32,53,8,0
S00089935,128,58,65,5,0
S00089936,69,40,19,10,0
S00089937,82,33,49,0,0
S00089938,114,59,44,11,0
S00089939,136,57,70,5,4
S00089940,104,49,45,10,0
S00089941,116,45,66,5,0
S00089942,65,38,25,0,2
S00089943,97,35,49,6,7
S00089944,58,42,16,0,0
S00089945,119,59,60,0,0
S00089946,113,61,52,0,0
S00089947,101,33,64,4,0
S00089948,145,74,56,10,5
S00089949,115,48,64,3,0
S00089950,108,52,46,10,0
S00089951,97,66,31,0,0
S00089952,125,61,49,15,0
S00089953,64,31,33,0,0
S00089954,132,70,62,0,0
S00089955,173,76,97,0,0
S00089956,55,46,9,0,0
S00089957,107,44,63,0,0
S00089958,102,50,41,11,0
S00089959,114,67,42,5,0
S00089960,86,38,43,5,0
S00089961,84,60,24,0,0
S00089962,73,44,29,0,0
S00089963,91,43,43,5,0
S00089964,87,61,26,0,0
S00089965,162,68,90,4,0
S00089966,165,60,88,17,0
S00089967,115,57,58,0,0
S00089968,92,39,48,5,0
S00089969,97,58,29,10,0
S00089970,93,42,47,0,4
S00089971,171,65,95,11,0
S00089972,110,37,62,11,0
S00089973,108,44,55,9,0
S00089974,100,42,53,5,0
S00089975,121,60,61,0,0
S00089976,107,50,57,0,0
S00089977,103,36,67,0,0
S00089978,131,77,54,0,0
S00089979,104,46,58,0,0
S00089980,104,46,53,5,0
S00089981,56,45,11,0,0
S00089982,94,39,55,0,0
S00089983,79,31,43,5,0
S00089984,104,39,65,0,0
S00089985,114,44,57,8,5
S00089986,80,52,23,0,5
S00089987,88,44,34,10,0
S00089988,113,44,65,4,0
S00089989,106,48,48,5,5
S00089990,91,31,46,5,9
S00089991,105,47,48,5,5
S00089992,135,66,66,3,0
S00089993,107,81,20,6,0
S00089994,107,79,28,0,0
S00089995,98,89,9,0,0
S00089996,58,41,17,0,0
S00089997,136,97,39,0,0
S00089998,155,115,40,0,0
S00089999,110,79,31,0,0
S00090000,105,80,25,0,0
S00090001,85,58,27,0,0
S00090002,161,51,95,15,0
S00090003,130,33,91,6,0
S00090004,83,31,36,16,0
S00090005,56,26,23,7,0
S00090006,81,42,27,12,0
S00090007,204,64,129,11,0
S00090008,79,44,35,0,0
S00090009,108,47,57,4,0
S00090010,103,30,69,4,0
S00090011,115,45,62,8,0
S00090012,138,49,89,0,0
S00090013,106,40,66,0,0
S00090014,136,58,70,8,0
S00090015,106,31,62,13,0
S00090016,100,51,45,0,4
S00090017,128,42,69,17,0
S00090018,136,36,90,10,0
S00090019,54,15,39,0,0
S00090020,53,25,28,0,0
S00090021,117,70,34,13,0
S00090022,114,41,61,12,0
S00090023,73,33,35,5,0
S00090024,137,52,78,7,0
S00090025,148,43,79,19,7
S00090026,69,32,25,12,0
S00090027,145,43,70,32,0
S00090028,141,32,88,21,0
S00090029,117,24,79,6,8
S00090030,102,30,64,8,0
S00090031,184,20,112,37,15
S00090032,122,39,83,0,0
S00090033,161,26,105,30,0
S00090034,128,43,85,0,0
S00090035,93,44,49,0,0
S00090036,156,34,104,10,8
S00090037,126,44,76,6,0
S00090038,105,41,64,0,0
S00090039,141,35,89,17,0
S00090040,171,48,105,18,0
S00090041,69,33,31,5,0
S00090042,118,41,69,8,0
S00090043,143,42,96,0,5
S00090044,155,37,100,18,0
S00090045,201,53,127,17,4
S00090046,54,34,20,0,0
S00090047,102,34,65,3,0
S00090048,130,38,81,6,5
S00090049,149,34,86,21,8
S00090050,110,35,75,0,0
S00090051,151,42,86,11,12
S00090052,131,22,89,12,8
S00090053,121,20,92,5,4
S00090054,188,21,151,11,5
S00090055,124,35,83,6,0
S00090056,99,22,69,8,0
S00090057,104,53,48,3,0
S00090058,56,43,13,0,0
S00090059,149,84,65,0,0
S00090060,119,49,58,12,0
S00090061,125,41,73,5,6
S00090062,84,50,31,3,0
S00090063,106,39,58,9,0
S00090064,171,64,75,23,9
S00090065,62,29,33,0,0
S00090066,81,20,47,14,0
S00090067,101,47,54,0,0
S00090068,108,42,60,6,0
S00090069,154,33,117,0,4
S00090070,214,87,120,7,0
S00090071,117,87,30,0,0
S00090072,130,67,63,0,0
S00090073,130,56,74,0,0
S00090074,121,76,43,0,2
S00090075,133,102,31,0,0
S00090076,142,100,42,0,0
S00090077,114,43,64,7,0
S00090078,155,105,50,0,0
S00090079,142,79,59,0,4
S00090080,100,60,40,0,0
S00090081,118,89,24,5,0
S00090082,80,53,27,0,0
S00090083,111,37,74,0,0
S00090084,148,87,61,0,0
S00090085,132,62,65,5,0
S00090086,140,77,63,0,0
S00090087,107,55,41,11,0
S00090088,99,54,45,0,0
S00090089,109,64,36,9,0
S00090090,63,13,50,0,0
S00090091,163,119,40,4,0
S00090092,69,36,23,5,5
S00090093,55,38,17,0,0
S00090094,142,59,73,5,5
S00090095,142,60,82,0,0
S00090096,103,55,38,10,0
S00090097,73,42,26,5,0
S00090098,89,50,39,0,0
S00090099,189,102,87,0,0
S00090100,131,87,44,0,0
S00090101,131,94,37,0,0
S00090102,113,67,46,0,0
S00090103,148,88,57,3,0
S00090104,125,67,47,11,0
S00090105,93,55,32,6,0
S00090106,173,76,92,5,0
S00090107,156,77,79,0,0
S00090108,125,76,49,0,0
S00090109,115,55,60,0,0
S00090110,138,69,69,0,0
S00090111,76,58,18,0,0
S00090112,170,117,53,0,0
S00090113,107,74,20,10,3
S00090114,129,58,71,0,0
S00090115,105,70,31,0,4
S00090116,150,64,86,0,0
S00090117,140,70,65,5,0
S00090118,151,90,54,7,0
S00090119,216,85,131,0,0
S00090120,141,74,67,0,0
S00090121,241,122,115,4,0
S00090122,117,72,45,0,0
S00090123,99,61,38,0,0
S00090124,105,64,41,0,0
S00090125,75,43,32,0,0
S00090126,134,58,70,6,0
S00090127,136,95,41,0,0
S00090128,107,48,59,0,0
S00090129,135,82,53,0,0
S00090130,125,87,30,8,0
S00090131,140,69,67,0,4
S00090132,150,92,58,0,0
S00090133,184,91,93,0,0
S00090134,143,67,76,0,0
S00090135,143,50,93,0,0
S00090136,134,44,90,0,0
S00090137,119,57,62,0,0
S00090138,111,48,59,4,0
S00090139,124,74,50,0,0
S00090140,106,47,59,0,0
S00090141,94,37,53,4,0
S00090142,119,49,60,10,0
S00090143,84,44,40,0,0
S00090144,87,45,42,0,0
S00090145,110,70,32,4,4
S00090146,84,50,32,0,2
S00090147,85,51,34,0,0
S00090148,85,36,44,5,0
S00090149,162,61,101,0,0
S00090150,82,48,34,0,0
S00090151,88,42,46,0,0
S00090152,93,45,48,0,0
S00090153,119,53,66,0,0
S00090154,121,49,66,6,0
S00090155,109,51,58,0,0
S00090156,100,42,58,0,0
S00090157,165,72,84,9,0
S00090158,104,37,57,10,0
S00090159,135,71,60,4,0
S00090160,128,63,60,5,0
S00090161,112,67,34,11,0
S00090162,138,51,87,0,0
S00090163,97,65,32,0,0
S00090164,133,63,66,4,0
S00090165,128,82,43,3,0
S00090166,122,78,37,7,0
S00090167,91,63,22,6,0
S00090168,97,74,17,6,0
S00090169,91,56,35,0,0
S00090170,113,48,60,5,0
S00090171,58,42,16,0,0
S00090172,120,90,30,0,0
S00090173,131,69,62,0,0
S00090174,144,125,19,0,0
S00090175,134,86,48,0,0
S00090176,70,32,30,0,8
S00090177,118,63,55,0,0
S00090178,134,106,26,0,2
S00090179,155,67,88,0,0
S00090180,132,78,45,5,4
S00090181,145,65,70,5,5
S00090182,127,73,48,6,0
S00090183,158,68,82,4,4
S00090184,83,56,22,5,0
S00090185,83,60,23,0,0
S00090186,114,76,34,4,0
S00090187,112,61,32,19,0
S00090188,105,52,53,0,0
S00090189,68,52,8,8,0
S00090190,160,82,68,10,0
S00090191,132,59,68,5,0
S00090192,99,45,54,0,0
S00090193,122,54,63,5,0
S00090194,98,48,50,0,0
S00090195,109,65,44,0,0
S00090196,101,53,48,0,0
S00090197,98,65,33,0,0
S00090198,104,76,28,0,0
S00090199,73,62,11,0,0
S00090200,104,54,50,0,0
S00090201,123,74,43,0,6
S00090202,105,70,35,0,0
S00090203,104,66,38,0,0
S00090204,128,78,43,7,0
S00090205,117,42,56,19,0
S00090206,93,48,39,6,0
S00090207,96,70,22,4,0
S00090208,97,68,29,0,0
S00090209,99,71,23,5,0
S00090210,84,52,32,0,0
S00090211,60,42,18,0,0
S00090212,64,35,29,0,0
S00090213,71,46,25,0,0
S00090214,99,64,32,3,0
S00090215,144,77,62,5,0
S00090216,110,55,55,0,0
S00090217,97,51,46,0,0
S00090218,112,52,55,0,5
S00090219,119,83,31,0,5
S00090220,96,65,31,0,0
S00090221,143,92,51,0,0
S00090222,211,96,109,6,0
S00090223,159,92,65,0,2
S00090224,146,108,35,3,0
S00090225,78,47,31,0,0
S00090226,160,66,90,4,0
S00090227,217,112,105,0,0
S00090228,164,83,76,5,0
S00090229,175,93,77,5,0
S00090230,93,41,52,0,0
S00090231,112,55,57,0,0
S00090232,86,69,17,0,0
S00090233,87,57,30,0,0
S00090234,106,57,49,0,0
S00090235,130,78,52,0,0
S00090236,100,46,54,0,0
S00090237,97,55,42,0,0
S00090238,71,40,31,0,0
S00090239,120,69,51,0,0
S00090240,146,81,59,6,0
S00090241,148,72,76,0,0
S00090242,129,62,67,0,0
S00090243,90,50,37,3,0
S00090244,90,51,39,0,0
S00090245,168,82,71,15,0
S00090246,59,26,28,5,0
S00090247,118,64,54,0,0
S00090248,53,27,26,0,0
S00090249,172,102,65,5,0
S00090250,139,55,79,5,0
S00090251,143,74,66,3,0
S00090252,175,63,106,6,0
S00090253,176,135,41,0,0
S00090254,126,78,48,0,0
S00090255,139,99,40,0,0
S00090256,161,114,47,0,0
S00090257,143,97,46,0,0
S00090258,154,100,54,0,0
S00090259,95,56,39,0,0
S00090260,131,93,27,11,0
S00090261,93,56,37,0,0
S00090262,70,42,28,0,0
S00090263,151,119,32,0,0
S00090264,136,87,49,0,0
S00090265,125,85,40,0,0
S00090266,108,63,45,0,0
S00090267,80,39,36,5,0
S00090268,98,65,33,0,0
S00090269,139,85,54,0,0
S00090270,127,79,44,4,0
S00090271,175,103,66,6,0
S00090272,100,51,44,5,0
S00090273,62,45,11,6,0
S00090274,87,55,29,3,0
S00090275,55,37,18,0,0
S00090276,105,54,51,0,0
S00090277,125,64,61,0,0
S00090278,135,61,67,7,0
S00090279,152,86,61,5,0
S00090280,91,41,50,0,0
S00090281,128,58,70,0,0
S00090282,107,56,51,0,0
S00090283,92,54,32,6,0
S00090284,92,49,43,0,0
S00090285,83,63,20,0,0
S00090286,87,61,26,0,0
S00090287,110,67,40,3,0
S00090288,152,94,58,0,0
S00090289,68,44,24,0,0
S00090290,82,46,36,0,0
S00090291,85,51,34,0,0
S00090292,89,49,40,0,0
S00090293,110,61,49,0,0
S00090294,113,66,41,6,0
S00090295,137,71,61,5,0
S00090296,104,70,34,0,0
S00090297,151,60,91,0,0
S00090298,87,49,36,0,2
S00090299,122,78,44,0,0
S00090300,115,74,41,0,0
S00090301,82,58,24,0,0
S00090302,101,72,23,6,0
S00090303,172,130,42,0,0
S00090304,150,112,38,0,0
S00090305,196,173,23,0,0
S00090306,185,135,50,0,0
S00090307,170,75,91,0,4
S00090308,127,98,23,6,0
S00090309,154,93,61,0,0
S00090310,132,71,52,9,0
S00090311,178,91,87,0,0
S00090312,85,67,18,0,0
S00090313,183,121,56,6,0
S00090314,173,112,61,0,0
S00090315,91,72,19,0,0
S00090316,175,146,19,0,10
S00090317,184,123,51,10,0
S00090318,172,90,79,3,0
S00090319,80,30,37,8,5
S00090320,68,18,40,0,10
S00090321,83,45,36,0,2
S00090322,99,53,40,6,0
S00090323,92,48,34,5,5
S00090324,75,35,40,0,0
S00090325,95,61,34,0,0
S00090326,84,69,15,0,0
S00090327,72,33,39,0,0
S00090328,55,37,13,5,0
S00090329,73,45,22,0,6
S00090330,55,25,23,5,2
S00090331,171,103,64,4,0
S00090332,108,68,36,4,0
S00090333,126,75,43,3,5
S00090334,50,45,5,0,0
S00090335,70,48,22,0,0
S00090336,133,81,47,5,0
S00090337,138,69,69,0,0
S00090338,59,27,27,5,0
S00090339,52,26,22,4,0
S00090340,96,40,56,0,0
S00090341,69,32,37,0,0
S00090342,73,19,43,11,0
S00090343,96,45,51,0,0
S00090344,59,40,19,0,0
S00090345,120,92,28,0,0
S00090346,97,36,51,10,0
S00090347,157,39,89,24,5
S00090348,178,38,110,22,8
S00090349,108,25,68,15,0
S00090350,107,27,70,10,0
S00090351,69,22,42,5,0
S00090352,89,46,37,6,0
S00090353,64,37,27,0,0
S00090354,194,109,79,6,0
S00090355,65,27,21,17,0
S00090356,94,57,37,0,0
S00090357,224,108,112,4,0
S00090358,158,98,56,4,0
S00090359,91,50,32,9,0
S00090360,92,33,59,0,0
S00090361,80,50,30,0,0
S00090362,65,38,27,0,0
S00090363,55,51,4,0,0
S00090364,71,33,38,0,0
S00090365,112,67,45,0,0
S00090366,78,32,46,0,0
S00090367,54,29,25,0,0
S00090368,52,23,29,0,0
S00090369,149,72,71,6,0
S00090370,125,71,50,4,0
S00090371,117,90,27,0,0
S00090372,98,45,35,4,14
S00090373,60,35,25,0,0
S00090374,120,84,36,0,0
S00090375,63,48,15,0,0
S00090376,129,50,79,0,0
S00090377,96,65,31,0,0
S00090378,78,54,24,0,0
S00090379,82,42,36,4,0
S00090380,85,59,26,0,0
S00090381,117,65,52,0,0
S00090382,55,40,11,0,4
S00090383,88,60,24,4,0
S00090384,69,36,33,0,0
S00090385,158,119,39,0,0
S00090386,77,38,39,0,0
S00090387,76,42,34,0,0
S00090388,122,58,57,3,4
S00090389,130,104,26,0,0
S00090390,93,64,29,0,0
S00090391,96,72,24,0,0
S00090392,98,79,19,0,0
S00090393,129,37,81,11,0
S00090394,90,75,15,0,0
S00090395,107,97,10,0,0
S00090396,80,56,24,0,0
S00090397,74,53,21,0,0
S00090398,60,41,19,0,0
S00090399,161,111,43,0,7
S00090400,128,115,13,0,0
S00090401,100,44,56,0,0
S00090402,113,85,28,0,0
S00090403,166,93,73,0,0
S00090404,190,115,64,0,11
S00090405,170,100,70,0,0
S00090406,131,83,42,6,0
S00090407,212,76,118,18,0
S00090408,67,35,32,0,0
S00090409,112,54,56,0,2
S00090410,104,34,61,9,0
S00090411,78,38,35,5,0
S00090412,59,40,16,0,3
S00090413,93,24,59,10,0
S00090414,114,80,34,0,0
S00090415,135,110,25,0,0
S00090416,115,84,20,11,0
S00090417,68,52,16,0,0
S00090418,50,50,0,0,0
S00090419,95,60,35,0,0
S00090420,94,75,19,0,0
S00090421,149,108,41,0,0
S00090422,75,54,21,0,0
S00090423,125,67,52,6,0
S00090424,69,41,28,0,0
S00090425,108,88,20,0,0
S00090426,94,41,53,0,0
S00090427,83,51,32,0,0
S00090428,240,163,77,0,0
S00090429,96,82,14,0,0
S00090430,98,91,7,0,0
S00090431,118,90,23,5,0
S00090432,63,53,10,0,0
S00090433,107,65,42,0,0
S00090434,113,65,48,0,0
S00090435,58,56,2,0,0
S00090436,139,91,48,0,0
S00090437,109,54,52,3,0
S00090438,59,20,35,4,0
S00090439,69,28,39,0,2
S00090440,135,114,21,0,0
S00090441,162,72,64,16,10
S00090442,97,46,41,0,10
S00090443,61,32,29,0,0
S00090444,73,27,46,0,0
S00090445,111,59,25,27,0
S00090446,75,46,29,0,0
S00090447,135,71,54,4,6
S00090448,62,32,23,7,0
S00090449,74,57,17,0,0
S00090450,73,48,25,0,0
S00090451,62,41,21,0,0
S00090452,73,36,34,3,0
S00090453,61,27,28,0,6
S00090454,148,82,53,13,0
S00090455,80,22,49,9,0
S00090456,55,16,39,0,0
S00090457,59,24,35,0,0
S00090458,117,27,84,6,0
S00090459,87,41,46,0,0
S00090460,128,50,58,10,10
S00090461,69,22,28,4,15
S00090462,114,56,50,8,0
S00090463,86,31,55,0,0
S00090464,74,21,45,8,0
S00090465,134,81,50,0,3
S00090466,78,28,38,12,0
S00090467,102,49,43,10,0
S00090468,111,83,28,0,0
S00090469,89,57,32,0,0
S00090470,74,47,27,0,0
S00090471,88,57,23,4,4
S00090472,102,43,49,8,2
S00090473,89,44,41,0,4
S00090474,110,43,54,13,0
S00090475,93,38,55,0,0
S00090476,94,49,45,0,0
S00090477,92,46,43,3,0
S00090478,127,77,45,5,0
S00090479,115,74,41,0,0
S00090480,67,49,18,0,0
S00090481,69,41,28,0,0
S00090482,64,48,16,0,0
S00090483,86,25,53,8,0
S00090484,85,49,36,0,0
S00090485,75,27,43,5,0
S00090486,77,56,21,0,0
S00090487,64,36,22,0,6
S00090488,115,45,61,4,5
S00090489,73,31,37,5,0
S00090490,118,69,49,0,0
S00090491,58,24,25,5,4
S00090492,62,35,25,0,2
S00090493,75,55,20,0,0
S00090494,78,37,38,3,0
S00090495,90,39,51,0,0
S00090496,241,145,96,0,0
S00090497,93,55,38,0,0
S00090498,87,55,29,3,0
S00090499,181,76,98,7,0
S00090500,113,49,64,0,0
S00090501,107,48,56,3,0
S00090502,88,36,52,0,0
S00090503,67,30,35,0,2
S00090504,162,71,84,0,7
S00090505,132,74,53,5,0
S00090506,100,48,48,0,4
S00090507,159,102,54,3,0
S00090508,84,69,15,0,0
S00090509,156,120,26,0,10
S00090510,116,64,52,0,0
S00090511,64,44,20,0,0
S00090512,70,38,32,0,0
S00090513,101,66,30,5,0
S00090514,90,62,19,5,4
S00090515,100,69,31,0,0
S00090516,93,68,25,0,0
S00090517,106,59,47,0,0
S00090518,93,56,37,0,0
S00090519,78,65,13,0,0
S00090520,115,79,36,0,0
S00090521,63,28,35,0,0
S00090522,70,49,21,0,0
S00090523,110,71,33,6,0
S00090524,112,52,56,4,0
S00090525,76,41,35,0,0
S00090526,89,46,34,9,0
S00090527,125,66,50,5,4
S00090528,132,60,51,15,6
S00090529,102,54,45,3,0
S00090530,86,57,29,0,0
S00090531,122,56,58,8,0
S00090532,85,45,40,0,0
S00090533,52,40,12,0,0
S00090534,93,47,41,5,0
S00090535,85,42,38,5,0
S00090536,76,54,22,0,0
S00090537,106,63,43,0,0
S00090538,127,61,66,0,0
S00090539,129,71,58,0,0
S00090540,93,47,35,3,8
S00090541,117,86,31,0,0
S00090542,74,50,24,0,0
S00090543,146,79,67,0,0
S00090544,90,60,30,0,0
S00090545,75,49,26,0,0
S00090546,97,82,12,3,0
S00090547,76,43,33,0,0
S00090548,86,74,12,0,0
S00090549,66,44,16,6,0
S00090550,89,65,21,3,0
S00090551,95,60,25,10,0
S00090552,82,57,25,0,0
S00090553,195,103,88,4,0
S00090554,96,52,40,4,0
S00090555,51,43,8,0,0
S00090556,122,94,28,0,0
S00090557,73,37,36,0,0
S00090558,92,67,25,0,0
S00090559,102,67,35,0,0
S00090560,107,67,35,0,5
S00090561,133,91,39,3,0
S00090562,137,92,45,0,0
S00090563,84,50,32,0,2
S00090564,111,76,35,0,0
S00090565,84,52,32,0,0
S00090566,68,43,25,0,0
S00090567,109,72,25,12,0
S00090568,107,45,53,0,9
S00090569,98,42,51,5,0
S00090570,97,63,34,0,0
S00090571,63,35,28,0,0
S00090572,98,74,17,7,0
S00090573,77,48,29,0,0
S00090574,66,37,29,0,0
S00090575,121,70,51,0,0
S00090576,90,61,29,0,0
S00090577,116,82,34,0,0
S00090578,60,38,19,3,0
S00090579,92,39,49,0,4
S00090580,140,57,66,12,5
S00090581,85,46,39,0,0
S00090582,140,59,75,6,0
S00090583,52,35,12,5,0
S00090584,84,41,38,5,0
S00090585,95,26,64,5,0
S00090586,116,48,63,5,0
S00090587,72,30,29,13,0
S00090588,66,32,29,5,0
S00090589,84,40,39,0,5
S00090590,115,38,71,6,0
S00090591,87,44,39,0,4
S00090592,84,39,45,0,0
S00090593,77,31,41,5,0
S00090594,112,71,34,5,2
S00090595,82,25,53,4,0
S00090596,184,72,84,26,2
S00090597,111,78,27,6,0
S00090598,91,65,23,3,0
S00090599,130,67,58,5,0
S00090600,77,50,27,0,0
S00090601,113,54,57,0,2
S00090602,80,36,44,0,0
S00090603,92,38,54,0,0
S00090604,100,50,45,5,0
S00090605,94,32,48,14,0
S00090606,88,68,17,3,0
S00090607,156,62,77,9,8
S00090608,62,36,26,0,0
S00090609,146,73,68,5,0
S00090610,67,37,23,7,0
S00090611,105,44,55,6,0
S00090612,97,29,64,4,0
S00090613,87,35,46,0,6
S00090614,119,39,80,0,0
S00090615,156,109,37,10,0
S00090616,88,65,23,0,0
S00090617,55,39,12,0,4
S00090618,77,42,35,0,0
S00090619,75,55,20,0,0
S00090620,120,70,46,4,0
S00090621,92,46,43,3,0
S00090622,109,57,52,0,0
S00090623,62,36,21,5,0
S00090624,77,55,22,0,0
S00090625,63,60,3,0,0
S00090626,117,73,44,0,0
S00090627,64,42,22,0,0
S00090628,83,58,25,0,0
S00090629,110,69,37,4,0
S00090630,63,38,25,0,0
S00090631,79,45,31,3,0
S00090632,114,77,34,3,0
S00090633,115,64,47,4,0
S00090634,95,68,24,3,0
S00090635,125,75,50,0,0
S00090636,87,60,27,0,0
S00090637,63,41,13,4,5
S00090638,122,88,34,0,0
S00090639,56,50,6,0,0
S00090640,53,50,3,0,0
S00090641,129,68,55,4,2
S00090642,176,66,106,0,4
S00090643,94,65,29,0,0
S00090644,109,28,74,7,0
S00090645,95,29,53,13,0
S00090646,76,53,23,0,0
S00090647,82,41,41,0,0
S00090648,92,37,46,6,3
S00090649,101,30,59,12,0
S00090650,136,56,74,6,0
S00090651,113,101,12,0,0
S00090652,114,85,29,0,0
S00090653,92,70,22,0,0
S00090654,143,92,51,0,0
S00090655,119,83,36,0,0
S00090656,85,64,21,0,0
S00090657,104,73,28,3,0
S00090658,151,92,59,0,0
S00090659,91,76,15,0,0
S00090660,54,34,15,5,0
S00090661,92,55,30,7,0
S00090662,64,49,15,0,0
S00090663,167,138,29,0,0
S00090664,181,131,46,4,0
S00090665,125,84,41,0,0
S00090666,121,86,35,0,0
S00090667,184,135,49,0,0
S00090668,192,132,53,0,7
S00090669,95,86,9,0,0
S00090670,129,89,40,0,0
S00090671,106,61,39,0,6
S00090672,104,60,28,16,0
S00090673,114,59,52,3,0
S00090674,95,61,24,10,0
S00090675,95,59,33,3,0
S00090676,105,43,53,3,6
S00090677,93,39,46,3,5
S00090678,125,74,33,8,10
S00090679,153,94,57,0,2
S00090680,53,22,31,0,0
S00090681,73,50,16,4,3
S00090682,89,69,18,0,2
S00090683,91,72,19,0,0
S00090684,132,94,38,0,0
S00090685,83,48,35,0,0
S00090686,52,27,22,3,0
S00090687,73,50,23,0,0
S00090688,96,30,63,3,0
S00090689,172,55,103,14,0
S00090690,92,31,54,7,0
S00090691,56,25,31,0,0
S00090692,136,93,43,0,0
S00090693,141,60,76,5,0
S00090694,150,103,47,0,0
S00090695,107,62,39,4,2
S00090696,111,69,42,0,0
S00090697,80,54,26,0,0
S00090698,96,47,44,5,0
S00090699,103,35,58,10,0
S00090700,72,54,18,0,0
S00090701,125,83,39,3,0
S00090702,102,68,34,0,0
S00090703,68,49,19,0,0
S00090704,103,64,39,0,0
S00090705,128,90,38,0,0
S00090706,61,38,20,3,0
S00090707,100,71,29,0,0
S00090708,95,49,46,0,0
S00090709,76,39,31,6,0
S00090710,118,64,45,0,9
S00090711,90,51,35,4,0
S00090712,150,81,61,3,5
S00090713,95,47,48,0,0
S00090714,71,41,30,0,0
S00090715,75,31,39,5,0
S00090716,177,87,78,12,0
S00090717,80,47,27,0,6
S00090718,99,31,68,0,0
S00090719,109,70,39,0,0
S00090720,50,37,7,6,0
S00090721,127,76,49,0,2
S00090722,75,48,27,0,0
S00090723,82,30,34,3,15
S00090724,65,39,26,0,0
S00090725,94,70,19,0,5
S00090726,69,29,38,0,2
S00090727,52,36,16,0,0
S00090728,98,53,38,7,0
S00090729,103,46,57,0,0
S00090730,112,54,47,11,0
S00090731,102,46,51,0,5
S00090732,112,62,50,0,0
S00090733,76,34,39,3,0
S00090734,95,56,39,0,0
S00090735,66,45,19,0,2
S00090736,75,27,41,0,7
S00090737,95,56,31,4,4
S00090738,91,58,33,0,0
S00090739,109,69,35,5,0
S00090740,85,49,34,0,2
S00090741,63,54,9,0,0
S00090742,116,85,31,0,0
S00090743,87,44,43,0,0
S00090744,93,38,51,0,4
S00090745,90,51,39,0,0
S00090746,140,77,63,0,0
S00090747,97,56,37,4,0
S00090748,100,63,35,0,2
S00090749,93,47,43,3,0
S00090750,82,52,30,0,0
S00090751,156,93,58,5,0
S00090752,61,44,17,0,0
S00090753,125,119,6,0,0
S00090754,135,95,40,0,0
S00090755,94,82,12,0,0
S00090756,61,30,31,0,0
S00090757,108,66,38,4,0
S00090758,85,51,34,0,0
S00090759,57,26,31,0,0
S00090760,128,81,47,0,0
S00090761,97,74,13,10,0
S00090762,66,35,25,6,0
S00090763,62,33,29,0,0
S00090764,64,43,19,0,2
S00090765,63,39,22,0,2
S00090766,84,50,34,0,0
S00090767,92,58,34,0,0
S00090768,78,25,53,0,0
S00090769,123,84,31,3,5
