output_area,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S00110006,57,8,21,2,19,0,6,0,1
S00110007,54,25,18,0,5,0,4,1,1
S00110008,42,15,16,0,8,0,3,0,0
S00110009,38,8,12,0,14,0,4,0,0
S00110010,73,4,16,0,47,0,5,0,1
S00110011,74,3,20,0,38,0,12,1,0
S00110012,35,3,2,0,27,1,2,0,0
S00110013,38,3,6,0,26,0,2,1,0
S00110014,49,1,4,0,33,10,1,0,0
S00110015,72,33,29,0,2,0,8,0,0
S00110016,73,23,25,0,20,0,2,3,0
S00110017,62,21,24,1,4,11,1,0,0
S00110018,49,14,20,0,12,0,2,0,1
S00110019,41,23,16,0,1,0,1,0,0
S00110020,55,4,23,2,4,17,5,0,0
S00110021,33,18,10,0,5,0,0,0,0
S00110022,43,11,11,0,18,0,2,1,0
S00110023,50,22,20,1,4,0,3,0,0
S00110024,51,18,20,0,10,0,2,0,1
S00110025,45,14,13,0,17,1,0,0,0
S00110026,51,12,8,0,24,0,7,0,0
S00110027,47,5,11,0,21,1,9,0,0
S00110028,27,5,14,0,2,0,4,2,0
S00110029,59,22,18,0,14,0,4,1,0
S00110030,44,2,3,0,36,1,1,1,0
S00110031,39,3,3,0,30,0,3,0,0
S00110032,55,14,14,0,19,0,8,0,0
S00110033,62,9,18,0,26,0,9,0,0
S00110034,32,1,4,1,26,0,0,0,0
S00110035,24,3,6,0,14,0,1,0,0
S00110036,46,1,7,1,31,2,4,0,0
S00110037,50,11,12,1,24,0,2,0,0
S00110038,39,6,5,0,27,1,0,0,0
S00110039,52,6,6,0,36,0,3,0,1
S00110040,48,2,1,0,44,0,1,0,0
S00110041,44,5,2,0,37,0,0,0,0
S00110042,57,8,12,1,25,10,1,0,0
S00110043,56,1,9,0,40,0,6,0,0
S00110044,53,14,7,0,24,4,1,1,2
S00110045,41,16,15,0,9,1,0,0,0
S00110046,54,12,12,0,27,0,2,0,1
S00110047,45,40,2,0,0,0,1,1,1
S00110048,42,25,15,0,0,0,1,0,1
S00110049,52,34,15,0,1,0,1,1,0
S00110050,61,38,20,0,2,0,0,1,0
S00110051,74,52,19,0,1,0,1,0,1
S00110052,69,36,12,1,2,3,12,2,1
S00110053,47,21,13,0,1,0,9,3,0
S00110054,38,8,12,0,14,0,3,0,1
S00110055,55,10,16,0,15,0,11,2,1
S00110056,42,13,7,1,18,0,3,0,0
S00110057,65,14,15,0,24,0,10,0,2
S00110058,55,8,9,0,28,0,10,0,0
S00110059,76,11,22,0,34,0,8,1,0
S00110060,75,13,12,0,30,0,18,1,1
S00110061,77,17,16,0,36,1,5,2,0
S00110062,61,10,14,0,31,0,6,0,0
S00110063,52,10,19,0,18,0,3,0,2
S00110064,53,33,16,0,0,0,3,0,1
S00110065,44,31,13,0,0,0,0,0,0
S00110066,44,28,12,0,1,0,2,1,0
S00110067,51,14,21,0,1,0,13,1,1
S00110068,54,6,22,0,0,0,24,2,0
S00110069,81,8,30,1,1,0,39,2,0
S00110070,56,13,25,0,1,0,16,1,0
S00110071,77,22,35,0,0,0,20,0,0
S00110072,55,12,20,0,2,0,20,0,1
S00110073,73,23,33,0,2,0,13,2,0
S00110074,61,30,28,0,0,0,2,0,1
S00110075,73,10,24,0,30,1,6,0,2
S00110076,53,7,7,0,27,0,12,0,0
S00110077,55,21,15,1,9,0,7,2,0
S00110078,42,6,18,0,1,0,17,0,0
S00110079,37,7,22,0,0,0,7,1,0
S00110080,38,5,3,0,26,1,3,0,0
S00110081,31,4,6,0,0,0,20,1,0
S00110082,56,19,18,0,12,0,5,2,0
S00110083,51,3,2,4,16,18,6,2,0
S00110084,24,11,7,0,1,1,4,0,0
S00110085,44,11,8,0,22,0,1,0,2
S00110086,50,13,9,0,22,2,3,0,1
S00110087,32,9,7,0,13,0,1,1,1
S00110088,45,8,14,0,20,0,3,0,0
S00110089,46,7,15,0,19,0,4,1,0
S00110090,46,7,11,0,25,0,3,0,0
S00110091,54,5,14,0,29,0,4,1,1
S00110092,45,9,18,0,14,0,3,1,0
S00110093,38,14,16,0,2,0,4,1,1
S00110094,40,14,11,0,6,0,7,1,1
S00110095,51,9,14,0,25,1,2,0,0
S00110096,41,10,14,0,8,0,7,1,1
S00110097,39,13,21,0,1,0,3,0,1
S00110098,42,6,18,0,0,0,16,2,0
S00110099,48,24,17,0,0,0,5,1,1
S00110100,35,8,10,0,11,0,5,1,0
S00110101,47,11,13,0,14,0,9,0,0
S00110102,40,10,10,0,14,0,4,1,1
S00110103,60,18,21,0,1,0,17,2,1
S00110104,74,11,14,0,5,0,42,1,1
S00110105,23,11,5,1,6,0,0,0,0
S00110106,62,18,23,0,8,0,12,0,1
S00110107,72,12,24,0,4,1,28,3,0
S00110108,36,19,9,0,5,0,3,0,0
S00110109,70,22,15,0,20,0,9,3,1
S00110110,69,16,22,0,24,0,5,2,0
S00110111,59,13,16,0,27,0,1,2,0
S00110112,77,11,18,0,41,2,2,1,2
S00110113,77,39,32,0,0,2,2,1,1
S00110114,60,28,25,0,2,0,4,1,0
S00110115,63,43,19,0,1,0,0,0,0
S00110116,59,30,24,0,3,0,1,0,1
S00110117,63,34,24,0,2,0,3,0,0
S00110118,67,21,32,0,0,0,11,0,3
S00110119,58,18,25,0,0,1,12,1,1
S00110120,43,14,26,1,1,0,0,0,1
S00110121,65,20,34,0,2,0,5,2,2
S00110122,41,12,19,0,0,0,10,0,0
S00110123,54,37,13,0,3,0,1,0,0
S00110124,64,29,32,0,1,0,2,0,0
S00110125,40,19,18,1,1,0,1,0,0
S00110126,60,24,20,0,4,10,2,0,0
S00110127,41,10,9,0,19,1,2,0,0
S00110128,41,5,4,1,24,1,4,2,0
S00110129,75,20,29,0,5,19,2,0,0
S00110130,72,20,30,1,4,13,3,1,0
S00110131,42,13,15,0,2,8,4,0,0
S00110132,43,9,17,0,4,11,1,0,1
S00110133,71,24,31,0,3,10,3,0,0
S00110134,49,15,13,0,18,1,2,0,0
S00110135,44,5,14,0,22,1,1,0,1
S00110136,45,6,7,0,6,23,3,0,0
S00110137,44,8,8,0,17,10,1,0,0
S00110138,55,7,8,0,14,22,2,1,1
S00110139,44,16,15,0,3,8,2,0,0
S00110140,48,8,10,0,23,0,7,0,0
S00110141,65,6,17,0,40,0,2,0,0
S00110142,49,4,7,0,12,23,3,0,0
S00110143,29,2,7,0,11,4,4,1,0
S00110144,52,4,8,0,37,0,1,2,0
S00110145,73,12,7,0,10,41,3,0,0
S00110146,53,8,8,0,24,10,3,0,0
S00110147,63,11,20,0,27,2,3,0,0
S00110148,52,5,15,0,29,0,3,0,0
S00110149,76,8,13,0,51,0,3,1,0
S00110150,66,12,25,0,25,1,3,0,0
S00110151,53,9,12,0,30,1,1,0,0
S00110152,47,15,8,0,19,0,5,0,0
S00110153,43,5,7,0,27,0,4,0,0
S00110154,58,7,6,0,38,1,5,1,0
S00110155,48,5,14,0,25,0,4,0,0
S00110156,46,4,10,0,30,0,2,0,0
S00110157,38,11,9,0,15,0,2,0,1
S00110158,51,6,20,0,24,0,1,0,0
S00110159,74,21,21,0,26,1,5,0,0
S00110160,54,31,21,0,0,0,1,0,1
S00110161,49,29,16,0,1,0,0,1,2
S00110162,43,28,13,0,0,0,2,0,0
S00110163,47,32,14,0,0,0,1,0,0
S00110164,55,28,23,0,1,0,3,0,0
S00110165,52,27,22,0,0,1,2,0,0
S00110166,46,18,24,0,1,0,2,0,1
S00110167,70,37,31,1,0,0,1,0,0
S00110168,66,31,29,0,1,0,3,0,2
S00110169,57,26,26,1,1,1,2,0,0
S00110170,45,25,18,0,1,0,1,0,0
S00110171,42,19,19,0,0,0,2,1,1
S00110172,44,18,23,0,0,0,3,0,0
S00110173,61,23,34,0,1,0,3,0,0
S00110174,43,19,23,0,1,0,0,0,0
S00110175,55,30,23,0,0,1,1,0,0
S00110176,49,26,21,0,0,0,2,0,0
S00110177,45,21,22,0,0,0,1,0,1
S00110178,48,21,25,0,0,0,0,1,1
S00110179,44,19,22,0,0,1,1,0,1
S00110180,40,18,20,0,1,1,0,0,0
S00110181,51,26,22,0,3,0,0,0,0
S00110182,40,21,19,0,0,0,0,0,0
S00110183,43,19,21,0,1,0,2,0,0
S00110184,54,23,27,0,0,0,2,2,0
S00110185,73,26,36,0,3,0,5,3,0
S00110186,41,21,17,0,0,2,1,0,0
S00110187,43,16,17,0,9,1,0,0,0
S00110188,49,16,14,0,16,0,1,1,1
S00110189,47,21,24,0,1,0,1,0,0
S00110190,77,9,25,0,35,0,7,0,1
S00110191,41,3,6,0,30,1,1,0,0
S00110192,37,10,15,0,10,0,0,1,1
S00110193,64,14,12,0,36,0,2,0,0
S00110194,51,14,10,0,22,1,2,2,0
S00110195,46,17,12,0,14,0,0,0,3
S00110196,38,3,2,0,29,0,3,1,0
S00110197,59,5,17,0,34,0,2,0,1
S00110198,52,7,11,0,33,0,1,0,0
S00110199,35,5,10,0,4,11,3,0,2
S00110200,47,9,10,0,27,0,1,0,0
S00110201,48,17,17,0,10,0,3,1,0
S00110202,55,12,21,0,21,0,1,0,0
S00110203,48,12,17,0,19,0,0,0,0
S00110204,61,15,15,0,29,0,2,0,0
S00110205,68,12,24,1,27,1,3,0,0
S00110206,63,13,16,0,29,1,4,0,0
S00110207,59,21,21,0,12,0,2,1,2
S00110208,73,41,31,0,0,0,0,0,1
S00110209,72,19,28,0,21,0,2,2,0
S00110210,45,31,10,0,1,0,3,0,0
S00110211,49,22,21,0,4,1,0,1,0
S00110212,44,17,19,0,6,0,1,1,0
S00110213,41,16,12,0,11,1,1,0,0
S00110214,58,17,29,0,5,0,6,1,0
S00110215,38,4,13,0,16,1,4,0,0
S00110216,59,19,31,0,2,1,5,1,0
S00110217,47,12,20,0,9,1,5,0,0
S00110218,42,19,7,0,11,0,4,1,0
S00110219,41,10,12,0,15,0,2,0,2
S00110220,70,20,19,0,25,0,5,1,0
S00110221,59,14,21,0,21,0,2,0,1
S00110222,68,10,28,0,19,1,9,0,1
S00110223,59,15,24,1,15,1,2,1,0
S00110224,44,1,6,0,35,0,2,0,0
S00110225,55,19,12,0,16,0,4,2,2
S00110226,55,14,17,0,23,1,0,0,0
S00110227,47,17,9,0,18,0,1,0,2
S00110228,40,13,16,0,9,0,2,0,0
S00110229,47,5,10,0,27,2,3,0,0
S00110230,61,15,16,0,21,1,7,0,1
S00110231,49,11,12,0,22,0,2,0,2
S00110232,63,16,28,0,17,0,0,0,2
S00110233,42,15,13,0,10,0,1,3,0
S00110234,46,14,10,0,21,0,1,0,0
S00110235,47,9,20,0,16,1,1,0,0
S00110236,45,11,16,0,11,0,3,2,2
S00110237,37,11,12,1,12,0,0,1,0
S00110238,68,22,32,0,10,0,3,1,0
S00110239,55,3,28,0,1,17,4,2,0
S00110240,33,10,15,0,7,0,1,0,0
S00110241,41,8,5,0,27,1,0,0,0
S00110242,54,7,33,0,1,7,6,0,0
S00110243,52,19,28,0,2,1,2,0,0
S00110244,42,12,23,0,0,4,1,0,2
S00110245,95,46,44,0,1,1,2,0,1
S00110246,38,12,17,0,5,0,4,0,0
S00110247,68,26,32,1,7,0,2,0,0
S00110248,74,40,33,0,0,0,0,0,1
S00110249,53,29,14,0,7,0,2,1,0
S00110250,43,9,7,0,26,0,1,0,0
S00110251,71,7,20,0,39,0,4,1,0
S00110252,60,14,26,0,5,0,11,2,2
S00110253,39,15,18,0,2,0,4,0,0
S00110254,51,12,21,1,16,0,1,0,0
S00110255,60,5,10,0,41,1,2,1,0
S00110256,69,12,14,0,38,1,4,0,0
S00110257,51,2,7,0,42,0,0,0,0
S00110258,39,3,4,1,31,0,0,0,0
S00110259,39,0,4,0,34,0,1,0,0
S00110260,40,4,1,0,35,0,0,0,0
S00110261,63,12,14,0,34,0,1,2,0
S00110262,40,4,3,0,32,0,0,0,1
S00110263,68,14,23,0,22,1,7,0,1
S00110264,70,12,9,0,17,20,8,3,1
S00110265,55,13,20,0,1,10,11,0,0
S00110266,57,23,19,0,3,0,11,1,0
S00110267,70,20,12,0,34,0,4,0,0
S00110268,47,12,6,0,26,0,1,1,1
S00110269,39,2,4,1,26,0,5,0,1
S00110270,65,41,19,2,2,1,0,0,0
S00110271,49,21,19,1,4,0,3,1,0
S00110272,50,19,12,0,15,1,2,1,0
S00110273,73,13,18,0,39,2,1,0,0
S00110274,50,10,13,0,9,10,4,2,2
S00110275,30,0,8,1,20,0,0,0,1
S00110276,73,8,28,1,32,0,4,0,0
S00110277,46,4,12,0,29,0,1,0,0
S00110278,59,23,26,0,6,0,2,0,2
S00110279,50,12,13,0,17,0,2,1,5
S00110280,37,5,15,0,16,0,1,0,0
S00110281,48,22,15,0,7,0,4,0,0
S00110282,32,5,7,0,18,0,2,0,0
S00110283,50,23,12,0,6,1,5,0,3
S00110284,56,16,15,0,21,0,1,0,3
S00110285,45,14,17,0,9,0,3,2,0
S00110286,57,19,23,0,13,1,1,0,0
S00110287,49,9,18,0,21,0,1,0,0
S00110288,62,5,18,2,2,32,2,1,0
S00110289,77,13,23,0,28,3,7,3,0
S00110290,53,17,12,1,16,0,3,1,3
S00110291,60,5,19,0,29,1,3,1,2
S00110292,58,18,18,0,20,1,0,1,0
S00110293,64,13,16,0,18,16,0,0,1
S00110294,67,19,14,0,17,14,1,1,1
S00110295,66,11,9,0,40,2,4,0,0
S00110296,54,16,10,1,26,1,0,0,0
S00110297,41,5,8,0,27,0,1,0,0
S00110298,64,7,22,0,28,1,5,1,0
S00110299,67,5,18,1,39,0,3,1,0
S00110300,62,4,14,0,41,2,1,0,0
S00110301,67,22,17,0,26,0,2,0,0
S00110302,64,15,16,0,5,27,1,0,0
S00110303,49,6,7,0,2,32,2,0,0
S00110304,47,16,16,0,0,15,0,0,0
S00110305,55,13,14,0,2,20,5,0,1
S00110306,74,13,13,0,6,35,4,2,1
S00110307,42,1,2,0,2,36,1,0,0
S00110308,58,16,13,0,3,22,3,0,1
S00110309,47,7,7,0,3,28,2,0,0
S00110310,48,4,7,0,31,2,4,0,0
S00110311,43,5,4,0,30,0,4,0,0
S00110312,44,5,8,0,1,26,4,0,0
S00110313,67,23,28,0,11,1,3,1,0
S00110314,74,30,14,0,22,0,6,1,1
S00110315,37,11,9,0,14,0,2,1,0
S00110316,64,4,6,0,45,0,8,1,0
S00110317,74,7,7,0,53,1,6,0,0
S00110318,61,23,17,0,5,0,10,0,6
S00110319,51,16,14,0,11,0,5,2,3
S00110320,68,21,25,0,11,0,8,0,3
S00110321,41,13,16,0,8,2,0,2,0
S00110322,50,18,8,0,16,6,1,1,0
S00110323,59,20,16,0,5,15,2,1,0
S00110324,58,12,18,0,16,5,5,1,1
S00110325,53,19,10,0,17,1,2,2,2
S00110326,66,12,17,0,29,1,4,1,2
S00110327,59,11,11,0,29,0,6,1,1
S00110328,26,1,2,0,16,7,0,0,0
S00110329,38,3,7,0,24,4,0,0,0
S00110330,51,14,25,0,9,1,1,0,1
S00110331,74,21,17,0,18,17,1,0,0
S00110332,51,12,21,0,11,1,5,1,0
S00110333,56,16,7,0,32,1,0,0,0
S00110334,44,16,10,0,12,2,2,2,0
S00110335,41,6,12,0,20,0,3,0,0
S00110336,72,13,22,0,31,1,2,0,3
S00110337,61,3,8,1,44,0,4,1,0
S00110338,50,3,16,3,26,0,1,1,0
S00110339,43,3,9,0,27,1,3,0,0
S00110340,45,5,16,0,22,0,0,0,2
S00110341,61,7,12,0,40,0,1,1,0
S00110342,33,4,11,0,17,1,0,0,0
S00110343,36,3,10,0,18,0,5,0,0
S00110344,71,4,8,0,52,3,4,0,0
S00110345,64,11,5,0,45,0,2,1,0
S00110346,68,12,16,0,38,0,1,0,1
S00110347,50,4,3,0,40,0,2,0,1
S00110348,75,11,19,0,34,8,2,1,0
S00110349,52,7,9,0,34,0,1,0,1
S00110350,28,4,9,0,13,1,1,0,0
S00110351,56,15,14,0,22,1,4,0,0
S00110352,46,5,15,1,23,0,2,0,0
S00110353,31,8,7,0,13,1,1,1,0
S00110354,44,14,3,0,24,0,1,0,2
S00110355,49,13,11,0,16,1,7,0,1
S00110356,65,22,17,0,6,14,5,1,0
S00110357,61,19,21,0,10,0,10,1,0
S00110358,53,12,19,0,1,13,7,1,0
S00110359,60,26,18,0,11,1,3,1,0
S00110360,49,15,15,0,10,2,6,1,0
S00110361,72,13,9,0,48,0,1,0,1
S00110362,49,2,4,0,38,1,3,1,0
S00110363,56,8,9,0,32,0,6,1,0
S00110364,46,6,15,0,20,1,2,0,2
S00110365,61,8,11,0,37,0,1,1,3
S00110366,43,1,6,1,34,1,0,0,0
S00110367,46,11,16,0,9,1,6,2,1
S00110368,41,10,13,0,2,13,3,0,0
S00110369,43,12,8,0,6,9,7,0,1
S00110370,43,2,9,0,1,19,12,0,0
S00110371,53,10,12,0,3,19,8,1,0
S00110372,71,18,21,0,25,3,3,1,0
S00110373,31,14,12,0,2,3,0,0,0
S00110374,55,9,12,0,24,0,9,1,0
S00110375,43,26,10,0,2,0,3,2,0
S00110376,36,9,13,0,9,1,4,0,0
S00110377,38,6,7,0,20,1,3,0,1
S00110378,50,9,13,1,23,1,1,1,1
S00110379,60,14,18,0,25,0,3,0,0
S00110380,53,20,13,1,4,1,10,3,1
S00110381,67,21,32,0,4,1,7,2,0
S00110382,50,11,27,0,6,0,4,2,0
S00110383,36,9,18,0,2,0,4,3,0
S00110384,45,22,12,0,5,1,2,1,2
S00110385,51,24,22,0,0,0,3,0,2
S00110386,49,13,19,0,9,0,8,0,0
S00110387,43,19,17,0,2,1,3,1,0
S00110388,43,6,11,0,24,0,2,0,0
S00110389,41,15,9,1,10,0,5,1,0
S00110390,68,12,19,0,35,1,0,0,1
S00110391,39,10,5,0,17,1,4,2,0
S00110392,57,6,10,0,36,0,4,1,0
S00110393,45,9,21,0,12,1,1,1,0
S00110394,60,18,19,0,20,0,2,0,1
S00110395,63,19,24,0,19,0,0,1,0
S00110396,68,3,7,2,25,30,1,0,0
S00110397,35,9,4,0,18,0,1,1,2
S00110398,64,2,2,0,57,1,0,0,2
S00110399,68,22,19,0,19,0,7,0,1
S00110400,37,9,12,0,7,0,8,0,1
S00110401,53,8,14,0,1,2,28,0,0
S00110402,63,11,13,0,9,20,6,2,2
S00110403,24,8,5,0,1,6,3,0,1
S00110404,65,4,8,0,45,4,4,0,0
S00110405,43,12,17,0,2,0,10,2,0
S00110406,51,20,18,0,0,1,9,0,3
S00110407,37,15,8,0,1,0,13,0,0
S00110408,74,31,30,0,8,1,2,1,1
S00110409,57,19,10,0,23,1,2,1,1
S00110410,68,20,21,0,14,2,7,3,1
S00110411,41,16,13,0,8,3,0,0,1
S00110412,38,2,12,0,11,11,1,0,1
S00110413,43,16,9,1,9,4,2,0,2
S00110414,39,14,6,0,14,2,2,0,1
S00110415,53,21,19,0,4,8,1,0,0
S00110416,38,6,13,0,15,1,2,0,1
S00110417,51,13,15,0,22,0,1,0,0
S00110418,50,17,13,0,15,2,1,1,1
S00110419,42,15,13,0,11,1,2,0,0
S00110420,50,13,14,0,17,1,5,0,0
S00110421,40,17,13,0,9,0,1,0,0
S00110422,43,11,15,0,0,13,3,0,1
S00110423,38,10,9,0,8,11,0,0,0
S00110424,48,11,6,0,21,0,7,1,2
S00110425,60,7,5,0,21,22,5,0,0
S00110426,51,19,16,0,13,2,1,0,0
S00110427,44,13,13,0,6,2,10,0,0
S00110428,44,23,20,0,0,1,0,0,0
S00110429,47,13,13,0,15,0,5,0,1
S00110430,48,12,16,0,14,1,4,0,1
S00110431,65,19,13,0,18,9,5,1,0
S00110432,51,4,4,0,11,27,3,2,0
S00110433,47,11,12,0,20,1,1,2,0
S00110434,59,9,17,1,28,0,3,0,1
S00110435,40,14,11,0,9,1,4,0,1
S00110436,53,32,12,0,8,1,0,0,0
S00110437,63,4,9,0,43,1,5,1,0
S00110438,67,13,38,0,5,3,8,0,0
S00110439,40,1,6,0,27,2,3,1,0
S00110440,53,21,18,0,8,2,3,1,0
S00110441,43,17,11,0,13,0,1,1,0
S00110442,40,8,17,0,14,0,0,1,0
S00110443,58,8,10,0,37,0,1,1,1
S00110444,45,5,13,0,24,1,1,0,1
S00110445,58,9,32,0,1,12,4,0,0
S00110446,49,9,12,0,8,17,1,2,0
S00110447,41,7,15,0,13,2,3,0,1
S00110448,67,21,18,0,14,8,5,0,1
S00110449,73,10,21,0,25,14,2,0,1
S00110450,69,14,24,0,17,0,11,1,2
S00110451,62,22,18,0,17,1,2,0,2
S00110452,54,12,9,0,26,1,4,1,1
S00110453,49,6,8,0,25,9,1,0,0
S00110454,54,9,9,0,6,28,2,0,0
S00110455,63,18,12,0,4,27,1,1,0
S00110456,74,17,21,0,30,0,4,0,2
S00110457,62,20,10,0,9,19,2,0,2
S00110458,39,12,14,0,10,0,0,0,3
S00110459,52,16,6,0,9,21,0,0,0
S00110460,53,21,14,0,11,2,1,4,0
S00110461,40,14,9,0,16,0,0,1,0
S00110462,44,11,14,0,15,1,3,0,0
S00110463,52,11,12,0,23,2,2,2,0
S00110464,36,14,11,0,4,2,1,3,1
S00110465,46,8,11,0,13,11,1,1,1
S00110466,56,12,8,0,33,1,2,0,0
S00110467,71,16,40,0,3,1,9,1,1
S00110468,58,18,17,0,4,19,0,0,0
S00110469,46,8,22,0,0,6,10,0,0
S00110470,67,17,16,0,1,8,25,0,0
S00110471,56,9,18,0,7,12,10,0,0
S00110472,68,22,14,0,21,6,4,1,0
S00110473,62,5,4,0,5,18,27,3,0
S00110474,38,17,9,0,10,0,1,0,1
S00110475,52,2,6,0,9,1,33,1,0
S00110476,69,17,19,0,17,5,9,0,2
S00110477,77,1,0,0,75,0,1,0,0
S00110478,52,4,4,0,15,25,3,1,0
S00110479,38,25,12,0,0,0,0,0,1
S00110480,76,16,20,1,13,0,23,3,0
S00110481,65,20,23,0,1,8,12,0,1
S00110482,54,13,15,0,20,1,1,3,1
S00110483,61,12,20,0,15,13,1,0,0
S00110484,52,14,6,0,26,1,5,0,0
S00110485,47,17,23,0,1,0,5,1,0
S00110486,42,14,22,0,3,0,2,0,1
S00110487,53,21,17,0,4,7,3,0,1
S00110488,37,11,15,0,3,6,1,1,0
S00110489,40,19,19,0,1,0,1,0,0
S00110490,42,7,13,0,1,1,17,0,3
S00110491,47,5,0,0,34,2,5,1,0
S00110492,42,3,15,1,1,9,13,0,0
S00110493,68,17,21,0,2,0,28,0,0
S00110494,67,15,17,1,8,0,24,1,1
S00110495,58,10,10,0,28,0,7,2,1
S00110496,36,6,2,0,25,0,2,1,0
S00110497,40,4,11,1,12,0,11,1,0
S00110498,67,17,14,1,18,0,16,0,1
S00110499,45,4,10,0,23,1,7,0,0
S00110500,55,13,24,0,13,0,5,0,0
S00110501,32,6,11,0,0,1,13,1,0
S00110502,43,7,10,0,22,0,4,0,0
S00110503,53,8,14,1,22,0,5,1,2
S00110504,66,12,12,0,35,0,6,1,0
S00110505,56,6,5,0,39,1,5,0,0
S00110506,39,2,3,0,33,1,0,0,0
S00110507,69,17,4,1,46,0,1,0,0
S00110508,49,12,11,1,21,0,3,1,0
S00110509,57,14,12,0,26,1,4,0,0
S00110510,60,5,8,0,41,1,5,0,0
S00110511,62,16,11,0,22,2,10,0,1
S00110512,45,15,12,0,5,1,10,1,1
S00110513,72,24,18,0,22,1,5,2,0
S00110514,63,12,24,0,22,1,3,1,0
S00110515,48,7,12,1,23,2,3,0,0
S00110516,58,20,19,0,17,2,0,0,0
S00110517,38,14,11,0,0,11,2,0,0
S00110518,65,14,28,0,3,17,3,0,0
S00110519,35,14,10,0,8,0,2,0,1
S00110520,77,21,27,0,28,0,0,0,1
S00110521,63,30,21,0,9,0,2,0,1
S00110522,44,10,10,0,17,0,5,1,1
S00110523,59,12,9,0,30,0,2,3,3
S00110524,39,7,20,0,8,1,2,0,1
S00110525,43,17,14,0,8,0,3,0,1
S00110526,42,12,8,0,17,0,5,0,0
S00110527,53,9,20,1,17,1,4,0,1
S00110528,36,4,5,0,22,2,3,0,0
S00110529,55,19,4,0,23,0,5,0,4
S00110530,43,22,12,0,6,0,2,1,0
S00110531,43,5,10,0,23,1,3,0,1
S00110532,48,19,14,0,12,0,2,1,0
S00110533,38,14,18,0,3,0,2,1,0
S00110534,63,9,10,0,27,0,14,0,3
S00110535,43,25,14,0,2,0,1,0,1
S00110536,53,11,9,0,26,0,7,0,0
S00110537,79,20,15,0,34,1,8,1,0
S00110538,57,26,11,0,4,0,12,3,1
S00110539,58,15,5,0,24,11,1,1,1
S00110540,51,12,7,0,28,0,2,0,2
S00110541,41,9,17,0,4,0,9,0,2
S00110542,45,15,17,0,3,0,10,0,0
S00110543,59,9,8,0,0,25,11,2,4
S00110544,35,9,14,0,1,2,5,2,2
S00110545,41,21,13,0,0,0,5,0,2
S00110546,40,7,26,0,0,0,6,1,0
S00110547,42,15,18,0,0,0,8,1,0
S00110548,46,24,16,0,0,2,3,0,1
S00110549,38,23,10,0,3,0,2,0,0
S00110550,69,19,20,0,1,21,6,1,1
S00110551,45,12,11,0,4,0,15,1,2
S00110552,33,16,10,0,1,0,4,1,1
S00110553,49,1,2,0,9,30,5,2,0
S00110554,77,11,16,0,36,2,9,2,1
S00110555,38,3,2,0,17,13,3,0,0
S00110556,59,14,15,0,11,15,4,0,0
S00110557,42,17,11,0,10,1,3,0,0
S00110558,41,7,13,0,18,0,3,0,0
S00110559,53,20,17,0,15,0,0,0,1
S00110560,53,22,21,1,5,0,4,0,0
S00110561,74,48,23,0,0,0,1,0,2
S00110562,46,33,12,0,0,0,0,0,1
S00110563,44,33,10,0,0,0,1,0,0
S00110564,42,16,13,1,11,0,1,0,0
S00110565,44,18,12,0,5,6,3,0,0
S00110566,52,15,24,0,9,0,2,1,1
S00110567,71,11,24,0,30,0,1,4,1
S00110568,68,30,20,0,12,1,3,1,1
S00110569,45,9,7,1,23,0,5,0,0
S00110570,46,12,31,0,1,1,1,0,0
S00110571,42,19,19,0,2,1,1,0,0
S00110572,71,30,36,0,1,0,2,1,1
S00110573,58,22,34,0,1,0,1,0,0
S00110574,52,24,16,0,0,0,9,1,2
S00110575,61,11,8,0,30,0,10,2,0
S00110576,55,13,27,0,12,0,3,0,0
S00110577,50,8,22,0,14,1,5,0,0
S00110578,61,17,18,0,19,1,6,0,0
S00110579,56,9,10,0,30,0,5,2,0
S00110580,58,14,21,0,16,0,5,2,0
S00110581,67,15,23,0,15,0,12,1,1
S00110582,67,7,14,0,39,1,6,0,0
S00110583,53,6,16,0,22,0,7,1,1
S00110584,34,6,6,0,16,0,6,0,0
S00110585,67,16,18,0,21,2,9,1,0
S00110586,53,11,24,0,8,0,10,0,0
S00110587,55,25,21,0,5,0,4,0,0
S00110588,46,27,17,0,1,0,1,0,0
S00110589,59,31,19,0,7,0,2,0,0
S00110590,56,5,2,0,45,0,4,0,0
S00110591,53,24,22,0,4,0,2,0,1
S00110592,46,10,15,0,13,0,6,1,1
S00110593,53,19,23,0,5,0,5,1,0
S00110594,48,14,17,0,9,0,5,2,1
S00110595,65,29,14,0,6,0,13,2,1
S00110596,65,20,27,0,8,0,9,1,0
S00110597,52,22,14,0,8,1,6,0,1
S00110598,53,19,20,0,8,0,5,0,1
S00110599,41,12,14,0,11,0,2,1,1
S00110600,47,16,17,0,8,0,5,0,1
S00110601,51,24,10,0,7,0,6,2,2
S00110602,54,18,17,0,11,0,8,0,0
S00110603,67,23,23,0,11,1,7,0,2
S00110604,57,20,16,0,14,1,5,1,0
S00110605,37,16,16,0,4,0,1,0,0
S00110606,69,27,26,0,12,0,4,0,0
S00110607,55,15,26,0,6,1,6,0,1
S00110608,56,15,25,0,3,0,10,3,0
S00110609,44,8,16,0,9,1,10,0,0
